"REF_DATE","GEO","DGUID","Immigrant status","Labour force characteristics","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2006-08","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1018.0","","","","1"
"2006-09","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1014.6","","","","1"
"2006-10","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1018.5","","","","1"
"2006-11","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1020.0","","","","1"
"2006-12","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1026.6","","","","1"
"2007-01","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1018.6","","","","1"
"2007-02","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1014.4","","","","1"
"2007-03","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1010.0","","","","1"
"2007-04","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1016.9","","","","1"
"2007-05","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1025.1","","","","1"
"2007-06","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1026.1","","","","1"
"2007-07","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1022.6","","","","1"
"2007-08","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1012.2","","","","1"
"2007-09","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1003.0","","","","1"
"2007-10","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","992.6","","","","1"
"2007-11","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","982.4","","","","1"
"2007-12","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","972.2","","","","1"
"2008-01","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","957.7","","","","1"
"2008-02","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","955.5","","","","1"
"2008-03","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","971.1","","","","1"
"2008-04","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","989.1","","","","1"
"2008-05","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1004.6","","","","1"
"2008-06","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","997.0","","","","1"
"2008-07","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1000.4","","","","1"
"2008-08","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","992.6","","","","1"
"2008-09","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","994.4","","","","1"
"2008-10","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1003.4","","","","1"
"2008-11","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1012.0","","","","1"
"2008-12","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1019.3","","","","1"
"2009-01","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","993.1","","","","1"
"2009-02","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","971.5","","","","1"
"2009-03","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","959.5","","","","1"
"2009-04","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","955.1","","","","1"
"2009-05","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","954.4","","","","1"
"2009-06","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","940.1","","","","1"
"2009-07","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","934.4","","","","1"
"2009-08","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","931.8","","","","1"
"2009-09","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","937.8","","","","1"
"2009-10","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","955.8","","","","1"
"2009-11","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","966.9","","","","1"
"2009-12","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","968.7","","","","1"
"2010-01","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","959.0","","","","1"
"2010-02","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","955.0","","","","1"
"2010-03","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","953.9","","","","1"
"2010-04","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","949.6","","","","1"
"2010-05","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","951.4","","","","1"
"2010-06","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","952.2","","","","1"
"2010-07","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","961.1","","","","1"
"2010-08","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","956.7","","","","1"
"2010-09","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","945.6","","","","1"
"2010-10","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","939.8","","","","1"
"2010-11","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","936.7","","","","1"
"2010-12","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","943.9","","","","1"
"2011-01","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","948.6","","","","1"
"2011-02","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","953.3","","","","1"
"2011-03","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","955.2","","","","1"
"2011-04","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","961.4","","","","1"
"2011-05","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","979.8","","","","1"
"2011-06","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","998.1","","","","1"
"2011-07","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1002.1","","","","1"
"2011-08","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1005.2","","","","1"
"2011-09","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1007.1","","","","1"
"2011-10","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1014.7","","","","1"
"2011-11","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1010.0","","","","1"
"2011-12","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1010.1","","","","1"
"2012-01","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1001.0","","","","1"
"2012-02","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1003.9","","","","1"
"2012-03","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","996.9","","","","1"
"2012-04","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","996.5","","","","1"
"2012-05","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","994.4","","","","1"
"2012-06","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1008.1","","","","1"
"2012-07","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1021.0","","","","1"
"2012-08","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1037.2","","","","1"
"2012-09","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1045.5","","","","1"
"2012-10","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1054.1","","","","1"
"2012-11","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1053.4","","","","1"
"2012-12","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1044.0","","","","1"
"2013-01","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1028.6","","","","1"
"2013-02","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1008.8","","","","1"
"2013-03","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","998.7","","","","1"
"2013-04","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1004.3","","","","1"
"2013-05","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1010.7","","","","1"
"2013-06","Toronto, Ontario","2011S0503535","Landed immigrants","Employment","25 to 54 years","Persons","249","thousands","3","v53036601","10.2.3.2","1031.4","","","","1"
